ym,tavg_m,dtr_m,hot_days_m,vhot_days_m,heat_deg_m,hot_streak3_m,hot_streak_max_m,trop_nights_m,night_heat_deg_m,germ_block_days_m,cold_days_m,vcold_days_m,frost_deg_m,sun_hours_m,sun_ratio_m,dark_days_m,rad_mj_m,rain_sum_m,wet_days_m,wet_streak_max_m,humid_hot_days_m,rh_m,hot_days_lowland,hot_days_upland,hot_days_spread,vhot_days_lowland,vhot_days_upland,vhot_days_spread,heat_deg_lowland,heat_deg_upland,heat_deg_spread,trop_nights_lowland,trop_nights_upland,trop_nights_spread,germ_block_days_lowland,germ_block_days_upland,germ_block_days_spread,tavg_w,dtr_w,hot_days_w,vhot_days_w,heat_deg_w,hot_streak3_w,hot_streak_max_w,trop_nights_w,night_heat_deg_w,germ_block_days_w,cold_days_w,vcold_days_w,frost_deg_w,sun_hours_w,sun_ratio_w,dark_days_w,rad_mj_w,rain_sum_w,wet_days_w,wet_streak_max_w,humid_hot_days_w,rh_w,germ_block_days_m_l2,hot_days_m_l1,hot_days_m_l2,vhot_days_m_l1,heat_deg_m_l1,hot_streak3_m_l1,hot_streak_max_m_l1,trop_nights_m_l1,night_heat_deg_m_l1,cold_days_m_l1,vcold_days_m_l1,frost_deg_m_l1,sun_hours_m_l0,sun_hours_m_l1,sun_ratio_m_l0,sun_ratio_m_l1,dark_days_m_l1,rad_mj_m_l1,rain_sum_m_l1,wet_days_m_l1,wet_streak_max_m_l1,humid_hot_days_m_l1,rh_m_l1,tavg_m_l0,tavg_m_l1,dtr_m_l1,germ_block_days_w_l2,hot_days_w_l1,hot_days_w_l2,vhot_days_w_l1,heat_deg_w_l1,hot_streak3_w_l1,hot_streak_max_w_l1,trop_nights_w_l1,night_heat_deg_w_l1,cold_days_w_l1,vcold_days_w_l1,frost_deg_w_l1,sun_hours_w_l0,sun_hours_w_l1,sun_ratio_w_l0,sun_ratio_w_l1,dark_days_w_l1,rad_mj_w_l1,rain_sum_w_l1,wet_days_w_l1,wet_streak_max_w_l1,humid_hot_days_w_l1,rh_w_l1,tavg_w_l0,tavg_w_l1,dtr_w_l1,hot_days_lowland_l1,hot_days_upland_l1,hot_days_spread_l1,vhot_days_lowland_l1,vhot_days_upland_l1,vhot_days_spread_l1,heat_deg_lowland_l1,heat_deg_upland_l1,heat_deg_spread_l1,trop_nights_lowland_l1,trop_nights_upland_l1,trop_nights_spread_l1,germ_block_days_lowland_l2,germ_block_days_upland_l2,germ_block_days_spread_l2
2015-01,0.07240143369175629,9.493189964157706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.77777777777778,13.333333333333334,142.2,151.74444444444444,0.4866045371497392,8.777777777777779,91.9211111111111,41.91111111111111,8.444444444444445,2.0,0.0,73.39569892473119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3274389793235755,8.81773951194517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.801380779276343,11.615932811542097,125.18949647683462,166.4247618464472,0.5340438924211919,7.549657075003907,67.55514487742253,40.49755266128288,7.7259928282449035,2.0,0.0,72.73723523963012,,,,,,,,,,,,,151.74444444444444,,0.4866045371497392,,,,,,,,,0.07240143369175629,,,,,,,,,,,,,,,166.4247618464472,,0.5340438924211919,,,,,,,,,0.3274389793235755,,,,,,,,,,,,,,,,,
2015-02,1.626851851851852,9.436904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.88888888888889,7.555555555555555,92.77777777777777,143.65555555555557,0.47100895765401773,9.11111111111111,102.53555555555555,17.01111111111111,4.222222222222222,1.8888888888888888,0.0,68.04620811287478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7920345527308248,8.88916243419404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.987647186578837,5.9338186049726405,82.18049775545354,157.03585131584325,0.5152326736895931,8.25521202102462,76.75333707938256,20.833092216176397,4.2991717287631435,1.9979405451957315,0.0,68.5887060848076,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,27.77777777777778,13.333333333333334,142.2,143.65555555555557,151.74444444444444,0.47100895765401773,0.4866045371497392,8.777777777777779,91.9211111111111,41.91111111111111,8.444444444444445,2.0,0.0,73.39569892473119,1.626851851851852,0.07240143369175629,9.493189964157706,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,27.801380779276343,11.615932811542097,125.18949647683462,157.03585131584325,166.4247618464472,0.5152326736895931,0.5340438924211919,7.549657075003907,67.55514487742253,40.49755266128288,7.7259928282449035,2.0,0.0,72.73723523963012,1.7920345527308248,0.3274389793235755,8.81773951194517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-03,5.9813620071684594,13.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.666666666666668,3.6666666666666665,63.01111111111111,232.05555555555554,0.6258997560091674,4.666666666666667,181.0811111111111,37.96666666666667,4.666666666666667,1.4444444444444444,0.0,59.95155316606929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.036951484548952,12.760948538456088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.330593858059533,2.7097280298988444,53.75264762532423,245.683946896655,0.6625664150193217,4.331034545043378,128.79107009299952,37.264206600586135,3.7448532737087046,1.0438123296368051,0.0,60.85575346832501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.88888888888889,7.555555555555555,92.77777777777777,232.05555555555554,143.65555555555557,0.6258997560091674,0.47100895765401773,9.11111111111111,102.53555555555555,17.01111111111111,4.222222222222222,1.8888888888888888,0.0,68.04620811287478,5.9813620071684594,1.626851851851852,9.436904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.987647186578837,5.9338186049726405,82.18049775545354,245.683946896655,157.03585131584325,0.6625664150193217,0.5152326736895931,8.25521202102462,76.75333707938256,20.833092216176397,4.2991717287631435,1.9979405451957315,0.0,68.5887060848076,6.036951484548952,1.7920345527308248,8.88916243419404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04,12.684444444444445,12.320370370370371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,164.66666666666666,0.41935507428010216,11.555555555555555,163.55888888888887,117.07777777777778,12.777777777777779,4.888888888888889,0.2222222222222222,70.47780423280423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.668726915084113,11.6361287129324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03610763390668354,0.0,0.020645810711816714,174.67465713439887,0.44463128537639424,10.87312732041935,105.44079690161718,112.28183262309076,11.909492824082523,4.490528283835733,0.4331347510693142,71.39434521506978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.666666666666668,3.6666666666666665,63.01111111111111,164.66666666666666,232.05555555555554,0.41935507428010216,0.6258997560091674,4.666666666666667,181.0811111111111,37.96666666666667,4.666666666666667,1.4444444444444444,0.0,59.95155316606929,12.684444444444445,5.9813620071684594,13.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.330593858059533,2.7097280298988444,53.75264762532423,174.67465713439887,245.683946896655,0.44463128537639424,0.6625664150193217,4.331034545043378,128.79107009299952,37.264206600586135,3.7448532737087046,1.0438123296368051,0.0,60.85575346832501,12.668726915084113,6.036951484548952,12.760948538456088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05,17.820071684587813,13.49068100358423,2.888888888888889,0.2222222222222222,3.677777777777778,2.0,2.5555555555555554,0.0,0.0,0.0,0.0,0.0,0.0,259.6,0.5963811606530375,4.888888888888889,241.3133333333333,42.02222222222222,5.333333333333333,2.0,0.7777777777777778,63.96057347670251,3.142857142857143,1.0,2.142857142857143,0.2857142857142857,0.0,0.2857142857142857,4.057142857142858,1.1999999999999993,2.8571428571428585,0.0,0.0,0.0,0.0,0.0,0.0,17.809072208774523,12.764815650623996,2.6166403838525625,0.3664525048390953,3.413398272793612,1.7463240352039167,2.232540818258512,0.0,0.0,0.0,0.0,0.0,0.0,270.20771830747367,0.6202982341211117,4.391385931178895,142.75047111761452,40.40713190585779,5.052503710791477,2.0,1.3397869827939328,66.56294020163803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,259.6,164.66666666666666,0.5963811606530375,0.41935507428010216,11.555555555555555,163.55888888888887,117.07777777777778,12.777777777777779,4.888888888888889,0.2222222222222222,70.47780423280423,17.820071684587813,12.684444444444445,12.320370370370371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03610763390668354,0.0,0.020645810711816714,270.20771830747367,174.67465713439887,0.6202982341211117,0.44463128537639424,10.87312732041935,105.44079690161718,112.28183262309076,11.909492824082523,4.490528283835733,0.4331347510693142,71.39434521506978,17.809072208774523,12.668726915084113,11.6361287129324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06,21.528888888888886,9.982592592592592,4.333333333333333,0.2222222222222222,4.322222222222223,0.0,1.4444444444444444,1.7777777777777777,0.9555555555555549,0.7777777777777778,0.0,0.0,0.0,169.8,0.3893737099207411,11.333333333333334,182.38888888888889,114.91111111111111,7.111111111111111,2.6666666666666665,6.0,74.28333333333333,4.857142857142857,1.0,3.8571428571428568,0.2857142857142857,0.0,0.2857142857142857,5.1000000000000005,0.10000000000000142,4.999999999999999,2.2857142857142856,0.0,2.2857142857142856,1.0,0.0,1.0,21.456845422089078,9.783357958303712,3.066863464797665,0.17011370671492348,3.716861881485533,0.0,1.188458480220734,1.2006621482214253,0.7344880515872013,0.6829898159026567,0.0,0.0,0.0,175.95001664479625,0.4033102270252883,11.4488918970223,98.65969396011346,111.66276051897312,7.001151777680218,2.6572375975271902,6.53462280265634,75.34195126562066,0.0,2.888888888888889,0.0,0.2222222222222222,3.677777777777778,2.0,2.5555555555555554,0.0,0.0,0.0,0.0,0.0,169.8,259.6,0.3893737099207411,0.5963811606530375,4.888888888888889,241.3133333333333,42.02222222222222,5.333333333333333,2.0,0.7777777777777778,63.96057347670251,21.528888888888886,17.820071684587813,13.49068100358423,0.0,2.6166403838525625,0.0,0.3664525048390953,3.413398272793612,1.7463240352039167,2.232540818258512,0.0,0.0,0.0,0.0,0.0,175.95001664479625,270.20771830747367,0.4033102270252883,0.6202982341211117,4.391385931178895,142.75047111761452,40.40713190585779,5.052503710791477,2.0,1.3397869827939328,66.56294020163803,21.456845422089078,17.809072208774523,12.764815650623996,3.142857142857143,1.0,2.142857142857143,0.2857142857142857,0.0,0.2857142857142857,4.057142857142858,1.1999999999999993,2.8571428571428585,0.0,0.0,0.0,0.0,0.0,0.0
2015-07,24.562078853046597,8.079569892473119,12.88888888888889,3.3333333333333335,24.166666666666668,7.333333333333333,4.333333333333333,20.22222222222222,58.75555555555555,15.88888888888889,0.0,0.0,0.0,160.88888888888889,0.36264924593114256,12.222222222222221,182.13,147.27777777777777,11.666666666666666,4.0,15.444444444444445,81.25172043010753,13.571428571428571,9.0,4.571428571428571,3.4285714285714284,1.0,2.4285714285714284,24.128571428571433,16.900000000000006,7.228571428571428,21.428571428571427,14.0,7.428571428571427,17.428571428571427,7.0,10.428571428571427,24.36202367625982,7.721191691873953,10.784065959486794,2.6515074310406814,18.972147172212665,3.8529265065994003,3.6740378651652623,19.980105126981655,54.94842604538229,15.199004631706396,0.0,0.0,0.0,160.92974312794848,0.36263176229742966,11.906401669857257,89.67395371602785,128.37992642494746,10.629491880461952,3.2535053073945908,14.264273556372368,81.2594470212564,0.0,4.333333333333333,2.888888888888889,0.2222222222222222,4.322222222222223,0.0,1.4444444444444444,1.7777777777777777,0.9555555555555549,0.0,0.0,0.0,160.88888888888889,169.8,0.36264924593114256,0.3893737099207411,11.333333333333334,182.38888888888889,114.91111111111111,7.111111111111111,2.6666666666666665,6.0,74.28333333333333,24.562078853046597,21.528888888888886,9.982592592592592,0.0,3.066863464797665,2.6166403838525625,0.17011370671492348,3.716861881485533,0.0,1.188458480220734,1.2006621482214253,0.7344880515872013,0.0,0.0,0.0,160.92974312794848,175.95001664479625,0.36263176229742966,0.4033102270252883,11.4488918970223,98.65969396011346,111.66276051897312,7.001151777680218,2.6572375975271902,6.53462280265634,75.34195126562066,24.36202367625982,21.456845422089078,9.783357958303712,4.857142857142857,1.0,3.8571428571428568,0.2857142857142857,0.0,0.2857142857142857,5.1000000000000005,0.10000000000000142,4.999999999999999,2.2857142857142856,0.0,2.2857142857142856,0.0,0.0,0.0
2015-08,24.88637992831541,9.320430107526882,15.333333333333334,6.222222222222222,38.25555555555556,11.777777777777779,9.88888888888889,20.11111111111111,43.333333333333336,14.88888888888889,0.0,0.0,0.0,190.36666666666667,0.45497108870104014,9.777777777777779,190.27222222222224,74.97777777777779,6.555555555555555,2.111111111111111,13.88888888888889,80.01648745519714,16.0,12.0,4.0,6.714285714285714,2.0,4.714285714285714,40.214285714285715,21.699999999999996,18.51428571428572,23.142857142857142,3.0,20.142857142857142,16.571428571428573,7.0,9.571428571428573,24.875279332659492,9.162438414780326,15.11039192397458,6.425601875031601,36.167149738517615,11.29356102710977,9.680169190934883,21.05443023193675,42.38061661288424,14.764103317734957,0.0,0.0,0.0,190.84225907297943,0.4558944842089284,9.87945018439229,96.3886638846453,61.887360810691455,5.534050692896845,2.0085260655109307,14.400097896022789,80.20746787507885,0.7777777777777778,12.88888888888889,4.333333333333333,3.3333333333333335,24.166666666666668,7.333333333333333,4.333333333333333,20.22222222222222,58.75555555555555,0.0,0.0,0.0,190.36666666666667,160.88888888888889,0.45497108870104014,0.36264924593114256,12.222222222222221,182.13,147.27777777777777,11.666666666666666,4.0,15.444444444444445,81.25172043010753,24.88637992831541,24.562078853046597,8.079569892473119,0.6829898159026567,10.784065959486794,3.066863464797665,2.6515074310406814,18.972147172212665,3.8529265065994003,3.6740378651652623,19.980105126981655,54.94842604538229,0.0,0.0,0.0,190.84225907297943,160.92974312794848,0.4558944842089284,0.36263176229742966,11.906401669857257,89.67395371602785,128.37992642494746,10.629491880461952,3.2535053073945908,14.264273556372368,81.2594470212564,24.875279332659492,24.36202367625982,7.721191691873953,13.571428571428571,9.0,4.571428571428571,3.4285714285714284,1.0,2.4285714285714284,24.128571428571433,16.900000000000006,7.228571428571428,21.428571428571427,14.0,7.428571428571427,1.0,0.0,1.0
2015-09,20.246666666666666,11.771851851851853,1.5555555555555556,0.0,0.9777777777777783,0.0,0.8888888888888888,1.5555555555555556,1.5111111111111108,0.3333333333333333,0.0,0.0,0.0,210.0,0.5633298253562307,6.222222222222222,167.82888888888888,44.833333333333336,4.444444444444445,2.0,6.666666666666667,75.14518518518518,2.0,0.0,2.0,0.0,0.0,0.0,1.2571428571428578,0.0,1.2571428571428578,2.0,0.0,2.0,0.42857142857142855,0.0,0.42857142857142855,20.496113533329222,10.936523671152052,1.0996555972554507,0.0,0.3799824133487639,0.0,0.5586447547899243,1.8032898749057447,2.1657444330150852,0.3780622460512867,0.0,0.0,0.0,223.21730785920388,0.5987677838782153,5.688653819231076,90.01860345867404,57.140916450928756,3.937327104374658,2.0,7.325187943196012,74.60337596373763,15.88888888888889,15.333333333333334,12.88888888888889,6.222222222222222,38.25555555555556,11.777777777777779,9.88888888888889,20.11111111111111,43.333333333333336,0.0,0.0,0.0,210.0,190.36666666666667,0.5633298253562307,0.45497108870104014,9.777777777777779,190.27222222222224,74.97777777777779,6.555555555555555,2.111111111111111,13.88888888888889,80.01648745519714,20.246666666666666,24.88637992831541,9.320430107526882,15.199004631706396,15.11039192397458,10.784065959486794,6.425601875031601,36.167149738517615,11.29356102710977,9.680169190934883,21.05443023193675,42.38061661288424,0.0,0.0,0.0,223.21730785920388,190.84225907297943,0.5987677838782153,0.4558944842089284,9.87945018439229,96.3886638846453,61.887360810691455,5.534050692896845,2.0085260655109307,14.400097896022789,80.20746787507885,20.496113533329222,24.875279332659492,9.162438414780326,16.0,12.0,4.0,6.714285714285714,2.0,4.714285714285714,40.214285714285715,21.699999999999996,18.51428571428572,23.142857142857142,3.0,20.142857142857142,17.428571428571427,7.0,10.428571428571427
2015-10,14.727598566308245,12.268458781362007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,1.1333333333333333,212.38888888888889,0.6058319883338823,4.222222222222222,152.01555555555558,110.13333333333334,5.444444444444445,2.888888888888889,0.8888888888888888,75.46917562724015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.956526794094088,11.657505862480962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5163536301017837,0.0,0.6707638933528196,229.4837501693576,0.6548242867646585,3.6644224276503197,79.19280370988282,105.69231447502321,6.033309830917458,3.302852443634533,0.42129582445974223,75.0805863901212,14.88888888888889,1.5555555555555556,15.333333333333334,0.0,0.9777777777777783,0.0,0.8888888888888888,1.5555555555555556,1.5111111111111108,0.0,0.0,0.0,212.38888888888889,210.0,0.6058319883338823,0.5633298253562307,6.222222222222222,167.82888888888888,44.833333333333336,4.444444444444445,2.0,6.666666666666667,75.14518518518518,14.727598566308245,20.246666666666666,11.771851851851853,14.764103317734957,1.0996555972554507,15.11039192397458,0.0,0.3799824133487639,0.0,0.5586447547899243,1.8032898749057447,2.1657444330150852,0.0,0.0,0.0,229.4837501693576,223.21730785920388,0.6548242867646585,0.5987677838782153,5.688653819231076,90.01860345867404,57.140916450928756,3.937327104374658,2.0,7.325187943196012,74.60337596373763,14.956526794094088,20.496113533329222,10.936523671152052,2.0,0.0,2.0,0.0,0.0,0.0,1.2571428571428578,0.0,1.2571428571428578,2.0,0.0,2.0,16.571428571428573,7.0,9.571428571428573
