crop_id,county_id,n_obs,skipped,target_source,params_source,baseline_mape,best_alpha,best_blend_w,use_gpj_feature,feature_variant,model_mape,n_folds,consensus_alpha,consensus_blend_w,consensus_mape,model_mape_own
lettuce,jinan,98,False,origin,own,42.66696580875642,20.0,0.6,False,,40.51037170567545,6.0,,,,
lettuce,muju,63,False,origin,own,65.22121389184268,100.0,0.5,False,,54.05494306370665,6.0,,,,
lettuce,namwon,104,False,origin,own,28.637710502653174,20.0,0.4,True,leafy_weather,25.234395224921304,6.0,,,,
lettuce,sunchang,104,False,origin,own,33.14081638957989,100.0,0.5,False,leafy_weather,29.67924665370967,6.0,,,,
lettuce,wanju,104,False,origin,own,27.748446092175396,30.0,0.4,False,,24.23624572351615,6.0,,,,
melon,buan,7,True,origin,,,,,,,,,,,,
melon,gimje,5,True,origin,,,,,,,,,,,,
melon,gochang,57,False,origin,own,26.75589212991136,100.0,0.4,False,,22.040458101973062,6.0,,,,
melon,gunsan,0,True,origin,,,,,,,,,,,,
melon,iksan,59,False,origin,own,25.56424936144433,100.0,0.6,False,,26.70963466484918,6.0,,,,
melon,imsil,4,True,origin,,,,,,,,,,,,
melon,jangsu,2,True,origin,,,,,,,,,,,,
melon,jeongeup,43,False,origin,own,39.733896174503535,100.0,0.6,False,,41.239981981569166,5.0,,,,
melon,jeonju,40,False,origin,own,25.260008137505977,5.0,0.6,False,,29.494347237391192,6.0,,,,
melon,jinan,20,True,origin,,,,,,,,,,,,
melon,muju,0,True,origin,,,,,,,,,,,,
melon,namwon,39,True,origin,,,,,,,,,,,,
melon,sunchang,22,True,origin,,,,,,,,,,,,
melon,wanju,23,True,origin,,,,,,,,,,,,
peach,buan,9,True,origin,,,,,,,,,,,,
peach,gimje,40,False,origin,own,32.980143000342615,100.0,0.6,False,,33.75148836957842,6.0,,,,
peach,gochang,23,True,origin,,,,,,,,,,,,
peach,gunsan,0,True,origin,,,,,,,,,,,,
peach,iksan,44,False,origin,own,41.459341550451406,100.0,0.6,False,,48.78159677726567,6.0,,,,
peach,imsil,39,True,origin,,,,,,,,,,,,
peach,jangsu,22,True,origin,,,,,,,,,,,,
peach,jeongeup,20,True,origin,,,,,,,,,,,,
peach,jeonju,47,False,origin,own,22.70651425722789,2.0,0.6,False,,25.976595690589804,6.0,,,,
peach,jinan,14,True,origin,,,,,,,,,,,,
peach,muju,39,True,origin,,,,,,,,,,,,
peach,namwon,42,False,origin,own,18.967562457760195,100.0,0.4,False,,16.035948497735237,6.0,,,,
peach,sunchang,30,True,origin,,,,,,,,,,,,
peach,wanju,33,True,origin,,,,,,,,,,,,
sweetpotato,buan,5,True,origin,,,,,,,,,,,,
sweetpotato,gimje,104,False,origin,own,23.827900485646992,10.0,0.0,False,,12.868926276586079,6.0,,,,
sweetpotato,gochang,103,False,origin,own,20.54698347990623,2.0,0.1,False,,11.66754373680834,6.0,,,,
sweetpotato,gunsan,60,False,gpj,own,27.512871915552815,10.0,0.4,False,,23.73197683888069,5.0,,,,
sweetpotato,iksan,103,False,origin,own,23.412435984892486,100.0,0.2,False,,16.84028315840572,6.0,,,,
sweetpotato,imsil,28,True,origin,,,,,,,,,,,,
sweetpotato,jangsu,26,True,origin,,,,,,,,,,,,
sweetpotato,jeongeup,48,False,origin,crop_consensus,25.276268876878387,10.0,0.1,False,storable_long,21.243771288422998,5.0,10.0,0.1,21.243771288422998,20.326086951747495
sweetpotato,jeonju,73,False,origin,own,36.57028005605414,100.0,0.0,True,,29.504131343784255,6.0,,,,
sweetpotato,jinan,69,False,origin,own,39.25363738126185,3.0,0.4,False,,36.46885412038793,6.0,,,,
sweetpotato,muju,28,True,origin,,,,,,,,,,,,
sweetpotato,namwon,43,False,origin,crop_consensus,44.24950928119103,10.0,0.1,False,,37.20133959727651,6.0,10.0,0.1,37.20133959727651,35.998731180887724
sweetpotato,sunchang,15,True,origin,,,,,,,,,,,,
sweetpotato,wanju,79,False,origin,own,21.64625505265981,10.0,0.2,False,,16.59056841425745,6.0,,,,
tomato,buan,62,False,origin,own,26.211036382825572,2.0,0.6,False,,24.748649873110512,6.0,,,,
tomato,gimje,91,False,origin,own,32.730795126093916,5.0,0.4,False,,25.209858657336014,6.0,,,,
tomato,gochang,9,True,origin,,,,,,,,,,,,
tomato,gunsan,63,False,gpj,own,33.576696254767604,20.0,0.6,False,,29.748751062014225,5.0,,,,
tomato,iksan,95,False,origin,own,43.165530606421584,100.0,0.0,False,,36.789152510299374,6.0,,,,
tomato,imsil,79,False,origin,own,29.65510368845236,2.0,0.6,False,,30.735180508186883,6.0,,,,
tomato,jangsu,104,False,origin,own,24.58865943037662,30.0,0.2,False,,19.955284555078368,6.0,,,,
tomato,jeongeup,68,False,origin,own,31.405519594204904,2.0,0.6,False,,35.18816049779609,6.0,,,,
tomato,jeonju,100,False,origin,own,25.060582165815788,100.0,0.6,True,,23.116007124460438,6.0,,,,
tomato,jinan,88,False,origin,own,25.251579854944293,2.0,0.6,False,,37.61457873790651,6.0,,,,
tomato,muju,86,False,origin,own,31.869448410130815,2.0,0.1,False,,25.932109595654822,6.0,,,,
tomato,namwon,97,False,origin,own,29.201590078666953,100.0,0.6,False,,25.484358083647265,6.0,,,,
tomato,sunchang,1,True,origin,,,,,,,,,,,,
tomato,wanju,73,False,origin,own,23.506986979247454,2.0,0.6,False,,24.1807603287216,6.0,,,,
watermelon,buan,48,False,origin,own,297.56894233894747,100.0,0.6,False,,462.8657008404735,6.0,,,,
watermelon,gimje,19,True,origin,,,,,,,,,,,,
watermelon,gochang,100,False,origin,own,34.26490036250279,100.0,0.6,False,,33.824956645110454,6.0,,,,
watermelon,gunsan,3,True,origin,,,,,,,,,,,,
watermelon,iksan,79,False,origin,own,26.167631888237196,3.0,0.6,True,,27.400389255486065,6.0,,,,
watermelon,imsil,5,True,origin,,,,,,,,,,,,
watermelon,jangsu,25,True,origin,,,,,,,,,,,,
watermelon,jeongeup,42,False,origin,own,54.226999717649704,2.0,0.6,False,,59.249255645914445,6.0,,,,
watermelon,jeonju,53,False,origin,own,32.11833010490917,2.0,0.6,False,,33.19818731937657,6.0,,,,
watermelon,jinan,30,True,origin,,,,,,,,,,,,
watermelon,muju,16,True,origin,,,,,,,,,,,,
watermelon,namwon,18,True,origin,,,,,,,,,,,,
watermelon,sunchang,9,True,origin,,,,,,,,,,,,
watermelon,wanju,31,True,origin,,,,,,,,,,,,
